index,SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
1021,22-JAN-2024,14,27939,29682,25927,5088,6488,0,16868,0,714,4303,1547,-3,-426,319,225,950,427,721,1312,0
1022,22-JAN-2024,15,31074,32723,28907,5068,6488,0,16868,0,63,4740,1762,-2,-984,172,79,802,799,632,1399,0
1023,22-JAN-2024,16,32446,34076,30241,5048,6488,0,16868,0,21,5029,1780,-1,-1008,32,0,797,875,635,1399,0
1024,22-JAN-2024,17,33693,34736,31350,5029,6488,65,16868,0,23,4781,1825,-1,-419,58,0,992,1248,952,1136,0
1025,22-JAN-2024,18,33954,34949,31580,5010,6488,666,16868,0,19,4605,1827,-1,-375,49,0,999,1301,970,1122,0
1026,22-JAN-2024,19,34526,35140,32089,5049,6488,1613,16868,0,13,4574,1784,-1,384,102,0,999,1387,878,1386,0
1027,22-JAN-2024,20,34292,34905,31868,5088,6488,2521,16868,0,12,4690,1784,-1,440,90,0,1000,1397,875,1405,0
1028,22-JAN-2024,21,33694,34307,31304,5154,6488,2944,16868,0,12,5024,1095,-1,975,133,0,1000,1397,991,1405,0
1029,22-JAN-2024,22,33396,34009,31009,5219,6488,3853,16868,0,12,5279,987,-1,1004,65,0,999,1397,999,1402,0
1030,22-JAN-2024,23,32700,33371,30280,5266,6488,4439,16868,0,12,5186,523,-1,1003,32,-58,999,1397,999,1250,0
1031,22-JAN-2024,24,32252,33022,29876,5313,6488,4593,16868,0,11,5214,540,-1,1003,-118,-40,999,1397,997,1238,0
1032,22-JAN-2024,25,32619,33628,30174,5322,6488,4371,16868,0,8,4781,1663,-1,1003,-269,-131,999,1397,903,1238,0
1033,22-JAN-2024,26,32451,33603,30101,5330,6488,4504,16868,0,7,4923,1761,-1,1003,-413,-131,999,1397,900,1243,0
1034,22-JAN-2024,27,32651,33913,30308,5313,6488,4348,16868,0,7,4958,1982,-1,1004,-450,-204,999,1397,991,1394,0
1035,22-JAN-2024,28,32569,33784,30301,5295,6488,3537,16868,0,7,5083,1999,-1,1003,-446,-161,999,1397,997,1405,0
1036,22-JAN-2024,29,33147,34157,30679,5261,6488,2761,16868,0,9,5253,1977,-1,1003,-373,-27,999,1397,997,1405,0
1037,22-JAN-2024,30,33361,34494,30971,5226,6488,2144,16868,0,14,5045,1976,-1,996,-444,-74,999,1397,997,1404,0
1038,22-JAN-2024,31,33933,34990,31511,5180,6488,1380,16868,0,12,4908,1998,-1,421,-438,-6,999,1397,997,1316,0
1039,22-JAN-2024,32,35287,36238,32857,5134,6488,537,16868,0,7,5026,1999,-1,377,-343,0,999,1397,997,1310,0
1040,22-JAN-2024,33,36478,37670,33829,5096,6488,92,16868,0,5,5161,2000,-1,-101,-429,-56,1018,1397,997,1310,0
1041,22-JAN-2024,34,37946,39115,35124,5058,6488,0,16868,0,2,4983,2000,-1,-110,-442,-14,1019,1397,998,1310,0
1042,22-JAN-2024,35,38903,40090,36001,5048,6488,0,16868,0,2,4857,1999,-1,417,-450,-134,1019,1397,992,1397,0
1043,22-JAN-2024,36,38844,40169,35935,5037,6488,0,16868,0,5,5037,1999,-1,480,-450,-269,1019,1397,992,1405,0
1044,22-JAN-2024,37,38539,39821,35722,5043,6488,0,16868,0,2,5013,1952,-1,979,-450,-229,1019,1397,997,1361,0
1045,22-JAN-2024,38,37864,39251,35100,5048,6488,0,16868,0,5,5061,1950,-1,1003,-450,-331,1019,1397,998,1350,0
1046,22-JAN-2024,39,37387,38727,34735,5013,6488,0,16868,0,6,5101,1997,-1,1002,-450,-283,1019,1397,998,1087,0
1047,22-JAN-2024,40,36116,37572,33626,4978,6488,0,16868,0,6,5147,1999,-1,1003,-450,-399,1019,1397,997,1077,0
1048,22-JAN-2024,41,34469,36058,32069,4937,6488,0,16868,0,17,5037,1999,-1,1002,-450,-521,1019,1398,997,1385,0
1049,22-JAN-2024,42,33024,34620,30773,4895,6488,0,16868,0,14,4775,1999,-1,1004,-450,-531,1019,1397,997,1408,0
1050,22-JAN-2024,43,31389,32983,29306,4802,6488,0,16868,0,12,4912,1941,-1,1004,-450,-531,967,1397,998,1408,0
1051,22-JAN-2024,44,29617,31213,27640,4709,6488,0,16868,0,14,4854,1915,-1,975,-450,-531,963,1367,989,1397,0
1052,22-JAN-2024,45,27325,28926,25449,4637,6488,0,16868,0,19,4852,1054,-1,562,-450,-531,652,995,720,999,0
1053,22-JAN-2024,46,25571,27950,23889,4564,6488,0,16868,0,797,4813,1001,-1,562,-450,-531,639,919,704,963,0
1054,22-JAN-2024,47,24113,26853,22573,4469,6488,0,16868,0,1158,4530,1079,-1,586,-450,-531,604,545,751,630,0
1055,22-JAN-2024,48,23319,26374,21772,4374,6488,0,16871,0,1535,4316,1077,-1,588,-388,-531,602,500,762,600,0
1056,23-JAN-2024,1,23490,26502,21981,4240,6488,0,16871,0,1530,4515,753,-1,825,-350,-531,702,516,985,676,0
1057,23-JAN-2024,2,23930,26935,22309,4106,6488,0,16871,0,1523,4369,757,-1,835,-350,-531,705,514,998,682,0
1058,23-JAN-2024,3,23935,26934,22326,3906,6488,0,16871,0,1533,4283,1529,-1,996,-350,-515,768,479,998,616,0
1059,23-JAN-2024,4,23405,26286,21904,3706,6488,0,16871,0,1518,4145,1583,-1,1004,-350,-412,770,472,997,610,0
1060,23-JAN-2024,5,23068,25990,21493,3516,6488,0,16871,0,1490,3845,1588,-1,1002,-350,-481,704,427,997,578,0
1061,23-JAN-2024,6,22835,25634,21260,3326,6488,0,16871,0,1490,3701,1566,-1,1001,-332,-376,702,450,997,571,0
1062,23-JAN-2024,7,22502,24819,20891,3095,6488,0,16871,0,1288,3537,949,-1,753,-202,-226,615,824,998,408,0
1063,23-JAN-2024,8,22380,24679,20676,2863,6488,0,16871,0,1468,3486,874,-1,742,-71,-159,611,900,998,405,0
1064,23-JAN-2024,9,22173,24243,20436,2699,6488,0,16871,0,1399,3462,-44,-1,639,68,-26,507,1272,999,759,0
1065,23-JAN-2024,10,22293,24249,20535,2534,6488,0,16871,0,1238,3272,-117,-1,637,218,55,501,1324,980,790,0
1066,23-JAN-2024,11,23393,24561,21600,2472,6488,0,16871,0,567,3621,345,-1,261,362,207,61,1391,307,1009,0
1067,23-JAN-2024,12,24438,25354,22592,2410,6488,0,16871,0,315,3779,393,-1,241,400,349,44,1399,274,1024,0
1068,23-JAN-2024,13,27180,27861,25096,2437,6488,0,16871,0,80,3944,688,-1,3,400,482,434,1399,636,1067,0
1069,23-JAN-2024,14,29987,30601,27630,2464,6488,0,16871,0,13,3900,706,-1,1,400,424,449,1398,665,1079,0
1070,23-JAN-2024,15,33348,34396,30693,2584,6488,0,16871,0,11,4336,759,-1,-436,347,280,233,1398,878,1377,0
1071,23-JAN-2024,16,34934,36041,32242,2704,6488,0,16871,0,11,4850,779,-1,-495,395,135,225,1397,895,1397,0
1072,23-JAN-2024,17,36319,37259,33551,2917,6488,1,16871,0,16,5198,1471,-1,-323,385,30,503,1397,992,1397,0
1073,23-JAN-2024,18,36752,37673,34035,3129,6488,36,16871,0,16,5290,1525,-1,-304,260,119,514,1397,998,1409,0
1074,23-JAN-2024,19,37475,38092,34788,3466,6488,123,16871,0,16,5204,1879,-1,307,113,24,393,1397,976,1409,0
1075,23-JAN-2024,20,37834,38455,35149,3802,6488,225,16871,0,20,5058,1901,-1,345,5,0,388,1397,973,1408,0
1076,23-JAN-2024,21,37542,38231,34922,4075,6488,321,16871,0,20,4490,1835,-1,789,-68,0,414,1398,936,1332,0
1077,23-JAN-2024,22,37360,38201,34870,4347,6488,415,16871,0,21,4426,1819,-1,811,-219,0,418,1399,934,1327,0
1078,23-JAN-2024,23,37449,38272,34995,4567,6488,441,16871,0,22,4565,1425,-1,1001,-200,0,880,1399,995,1392,0
1079,23-JAN-2024,24,37510,38304,34968,4787,6488,396,16871,0,24,4492,1400,-1,1004,-169,0,900,1398,998,1397,0
1080,23-JAN-2024,25,37529,38192,35022,4888,6488,363,16871,0,21,4506,1496,-1,1003,-41,0,843,1399,998,1397,0
1081,23-JAN-2024,26,37471,38162,34940,4988,6488,358,16871,0,22,4377,1503,-1,1003,-68,0,841,1399,998,1397,0
1082,23-JAN-2024,27,37001,37786,34504,5026,6488,414,16871,0,25,4345,1504,-1,1004,-159,0,866,1399,988,1397,0
1083,23-JAN-2024,28,36756,37459,34311,5064,6488,402,16871,0,21,4650,1511,-1,993,-81,0,867,1399,984,1397,0
1084,23-JAN-2024,29,36346,36958,33982,5120,6488,319,16871,0,11,5247,1827,-1,328,38,0,595,1398,892,1397,0
1085,23-JAN-2024,30,35883,36504,33615,5175,6488,279,16871,0,10,5399,1844,-1,283,-10,0,584,1394,885,1382,0
1086,23-JAN-2024,31,35656,36652,33404,5215,6488,141,16871,0,5,5312,1755,-1,-390,20,0,304,1356,870,771,0
1087,23-JAN-2024,32,35976,37048,33662,5255,6488,34,16871,0,3,5138,1749,-1,-444,-24,0,295,1355,868,726,0
1088,23-JAN-2024,33,36399,37706,33972,5301,6488,2,16871,0,4,5007,1731,-1,-614,-88,0,643,1394,848,770,0
1089,23-JAN-2024,34,37553,38762,35042,5346,6488,0,16871,0,3,5309,1733,-1,-579,-26,0,657,1398,846,789,0
1090,23-JAN-2024,35,38547,39344,35828,5378,6488,0,16871,0,1,5026,1986,-1,375,-151,-44,941,1399,829,1325,0
1091,23-JAN-2024,36,38727,39642,35991,5409,6488,0,16871,0,3,5010,1999,-1,424,-297,-14,952,1399,830,1361,0
1092,23-JAN-2024,37,38375,39240,35900,5443,6488,0,16871,0,4,5173,1998,-1,637,-260,0,957,1399,893,1361,0
1093,23-JAN-2024,38,37583,38445,35218,5476,6488,0,16871,0,2,4779,1993,-1,656,-259,0,957,1399,900,1361,0
1094,23-JAN-2024,39,36661,37526,34277,5501,6488,0,16871,0,2,4643,1715,-1,759,-258,-4,1017,1399,992,1404,0
1095,23-JAN-2024,40,35375,36219,33068,5526,6488,0,16871,0,5,4692,1700,-1,764,-182,-56,1019,1399,998,1409,0
1096,23-JAN-2024,41,34128,34775,31936,5493,6488,0,16871,0,8,5002,1700,-1,993,-38,19,1019,1399,997,1409,0
1097,23-JAN-2024,42,32762,33370,30658,5460,6488,0,16871,0,7,5127,1700,-1,1002,44,0,1019,1399,997,1405,0
1098,23-JAN-2024,43,30959,31566,28931,5449,6488,0,16871,0,6,4982,1701,-1,947,190,60,1000,1399,997,1207,0
1099,23-JAN-2024,44,29239,29888,27235,5438,6488,0,16871,0,48,4799,1621,-1,933,310,31,999,1377,996,1177,0
1100,23-JAN-2024,45,27059,27713,25002,5513,6488,0,16871,0,53,4747,245,-1,209,398,89,749,1112,954,601,0
1101,23-JAN-2024,46,25269,26440,23332,5587,6488,0,16871,0,570,4235,102,-1,166,399,90,740,1050,952,549,0
1102,23-JAN-2024,47,23886,25782,21954,5533,6488,0,16871,0,1199,4287,-96,-1,219,331,23,865,678,942,43,0
1103,23-JAN-2024,48,23453,25805,21663,5479,6488,0,16874,0,1549,4355,-125,-1,215,181,-77,869,602,941,4,0
1104,24-JAN-2024,1,23055,25276,21256,5476,6488,0,16874,0,1569,4355,319,-1,244,139,-51,709,228,949,94,0
1105,24-JAN-2024,2,23597,25580,21835,5472,6488,0,16874,0,1382,4927,362,-1,245,278,0,704,152,950,96,0
1106,24-JAN-2024,3,23197,25289,21444,5486,6488,0,16874,0,1264,4715,433,-1,166,226,0,514,-227,970,96,0
1107,24-JAN-2024,4,22758,24998,20999,5500,6488,0,16874,0,1350,4542,441,-1,165,173,0,506,-289,971,96,0
1108,24-JAN-2024,5,22230,24581,20458,5489,6488,0,16874,0,1263,3967,596,-1,254,109,0,225,-487,946,8,0
1109,24-JAN-2024,6,21858,24388,20071,5477,6488,0,16874,0,1418,3713,599,-1,256,27,0,215,-511,942,0,0
1110,24-JAN-2024,7,21672,24154,19891,5443,6488,0,16874,0,1224,3584,403,-1,-146,34,0,504,-511,849,0,0
1111,24-JAN-2024,8,21427,23922,19607,5408,6488,0,16874,0,1233,3444,378,-1,-157,0,0,514,-490,845,-14,0
1112,24-JAN-2024,9,21073,23607,19307,5421,6488,0,16874,0,1244,3459,0,-1,218,-31,0,290,-225,898,-433,0
1113,24-JAN-2024,10,20819,23537,19206,5434,6488,0,16874,0,1434,3532,-8,-1,243,-70,0,282,-163,885,-442,0
1114,24-JAN-2024,11,21335,23533,19691,5409,6488,0,16874,0,1403,3883,512,-1,-194,68,0,365,215,296,246,0
1115,24-JAN-2024,12,22018,24131,20397,5384,6488,0,16874,0,1291,3916,577,-1,-221,82,17,374,291,268,314,0
1116,24-JAN-2024,13,24839,26993,23029,5352,6488,0,16874,0,605,4131,1039,-1,-892,-56,0,925,664,618,1014,0
1117,24-JAN-2024,14,27384,29149,25340,5319,6488,0,16874,0,206,4633,1088,-1,-932,-26,0,951,740,650,1045,0
1118,24-JAN-2024,15,30541,32310,28337,5246,6488,0,16874,0,10,4723,1945,-1,-1014,-144,0,818,1113,975,448,0
1119,24-JAN-2024,16,31971,33867,29668,5173,6488,0,16874,0,10,4618,1998,-1,-1014,-271,0,814,1175,994,405,0
1120,24-JAN-2024,17,32950,34738,30625,5091,6488,52,16874,0,9,4666,1906,-1,-963,-215,0,993,1373,906,405,0
1121,24-JAN-2024,18,33250,35138,30936,5008,6488,529,16874,0,12,4856,1901,-1,-961,-297,-17,1000,1397,904,405,0
1122,24-JAN-2024,19,33300,35186,30992,4967,6488,1299,16874,0,12,4681,1970,-1,-697,-430,-146,1000,1398,991,405,0
1123,24-JAN-2024,20,32967,34909,30665,4926,6488,2067,16874,0,9,4732,1971,-1,-621,-450,-261,1000,1397,997,405,0
1124,24-JAN-2024,21,32760,34210,30473,4859,6488,2697,16874,0,6,4475,1811,-1,370,-450,-393,1000,1398,997,405,0
1125,24-JAN-2024,22,32475,33984,30240,4791,6488,3357,16874,0,8,4445,1806,-1,423,-450,-450,999,1397,997,405,0
1126,24-JAN-2024,23,32446,34033,30088,4722,6488,3623,16874,0,7,4413,1987,-1,966,-450,-529,999,1398,997,405,0
1127,24-JAN-2024,24,32031,33618,29683,4653,6488,3653,16874,0,6,4421,1999,-1,993,-450,-530,999,1398,997,405,0
1128,24-JAN-2024,25,32189,33777,29810,4527,6488,3868,16874,0,7,4467,1999,-1,1002,-450,-530,999,1398,996,405,0
1129,24-JAN-2024,26,31773,33361,29426,4400,6488,3920,16874,0,7,4604,1999,-1,997,-450,-530,999,1398,996,413,0
1130,24-JAN-2024,27,31849,33436,29472,4195,6488,3470,16874,0,6,4610,2000,-1,431,-450,-530,999,1398,997,755,0
1131,24-JAN-2024,28,32063,33650,29582,3989,6488,2868,16874,0,6,4206,2000,-1,400,-450,-530,999,1397,997,780,0
1132,24-JAN-2024,29,32552,34140,30121,3742,6488,2360,16874,0,7,4109,2000,-1,690,-450,-530,980,1397,998,780,0
1133,24-JAN-2024,30,32950,34538,30494,3495,6488,1760,16874,0,7,4094,2001,-1,668,-450,-530,979,1398,998,781,0
1134,24-JAN-2024,31,33403,35088,30914,3281,6488,1126,16874,0,9,4037,2001,-1,-96,-450,-529,919,1398,997,846,0
1135,24-JAN-2024,32,34825,36516,32176,3067,6488,463,16874,0,7,3538,2000,-1,-104,-450,-529,916,1398,997,860,0
1136,24-JAN-2024,33,36322,38322,33500,2874,6488,71,16874,0,3,3251,1982,-1,-416,-450,-530,729,1398,998,1155,0
1137,24-JAN-2024,34,38346,40363,35235,2681,6488,0,16874,0,4,3192,1981,-1,-432,-450,-530,723,1398,998,1176,0
1138,24-JAN-2024,35,39579,41165,36335,2500,6488,0,16874,0,5,3241,1999,-1,94,-450,-530,989,1398,997,1122,0
1139,24-JAN-2024,36,39975,41561,36667,2318,6488,0,16874,0,5,3454,1996,-1,115,-450,-530,999,1398,997,1122,0
1140,24-JAN-2024,37,40310,41895,37054,2167,6488,0,16874,0,4,3788,1882,-1,915,-450,-530,958,1397,999,1385,0
1141,24-JAN-2024,38,39571,41158,36286,2015,6488,0,16874,0,5,3330,1878,-1,977,-450,-531,956,1398,998,1405,0
1142,24-JAN-2024,39,38893,40483,35584,1858,6488,0,16874,0,9,3136,1991,-1,1002,-450,-530,1017,1398,998,1383,0
1143,24-JAN-2024,40,37997,39585,34757,1701,6488,0,16874,0,7,2982,2000,-1,1003,-450,-530,1019,1398,998,1369,0
1144,24-JAN-2024,41,36787,38375,33527,1589,6488,0,16874,0,7,2494,2000,-1,1002,-450,-530,1019,1399,998,947,0
1145,24-JAN-2024,42,35429,37015,32260,1477,6488,0,16874,0,5,2074,2000,-1,1002,-450,-530,1019,1399,998,921,0
1146,24-JAN-2024,43,33908,35492,30854,1382,6488,0,16874,0,7,1642,2000,-1,1003,-450,-526,1000,1399,997,1042,0
1147,24-JAN-2024,44,32122,33629,29156,1286,6488,0,16874,0,6,1652,1999,-1,1003,-450,-450,999,1399,997,1049,0
1148,24-JAN-2024,45,30053,31633,27381,1222,6488,0,16874,0,6,1803,2000,-1,978,-450,-523,880,1399,997,908,0
1149,24-JAN-2024,46,28123,29591,25686,1157,6488,0,16874,0,6,1579,2000,-1,977,-399,-462,875,1399,997,906,0
1150,24-JAN-2024,47,26750,28170,24316,1080,6488,0,16874,0,7,1376,1999,-1,1052,-373,-439,995,1399,998,1315,0
1151,24-JAN-2024,48,25981,27240,23572,1003,6488,0,16876,0,7,1110,1999,-1,1055,-335,-316,999,1399,998,1342,0
1152,25-JAN-2024,1,25813,27023,23436,1005,6488,0,16876,0,195,1261,1996,-1,1056,-250,-164,999,1399,997,1211,0
1153,25-JAN-2024,2,26412,27475,24032,1006,6488,0,16876,0,293,1438,1995,-1,1056,-143,-26,999,1399,998,1200,0
1154,25-JAN-2024,3,26127,27589,23857,1045,6488,0,16876,0,861,1825,2000,-1,1056,7,63,999,1399,998,1189,0
1155,25-JAN-2024,4,25270,27011,23134,1084,6488,0,16876,0,1140,1925,2001,-1,1056,157,44,999,1399,998,1189,0
1156,25-JAN-2024,5,24777,26515,22692,1120,6488,0,16876,0,1137,1959,2001,-1,960,253,0,999,1399,996,1264,0
1157,25-JAN-2024,6,24346,26080,22346,1155,6488,0,16876,0,1133,2157,2001,-1,956,253,45,999,1399,996,1271,0
1158,25-JAN-2024,7,24164,26154,22150,1260,6488,0,16876,0,1389,2571,2001,-1,816,364,161,999,1399,996,1272,0
1159,25-JAN-2024,8,23818,25808,21954,1365,6488,0,16876,0,1389,3098,2001,-1,809,287,301,999,1399,996,1269,0
1160,25-JAN-2024,9,23195,25186,21446,1434,6488,0,16876,0,1390,3558,2002,-1,492,377,403,997,1399,978,1115,0
1161,25-JAN-2024,10,22963,24786,21197,1503,6488,0,16876,0,1222,3858,1996,-1,456,400,395,976,1399,965,1102,0
1162,25-JAN-2024,11,23426,24626,21665,1613,6488,0,16876,0,102,4110,1717,-1,-497,400,480,131,1399,554,1026,0
1163,25-JAN-2024,12,24594,25782,22701,1722,6488,0,16876,0,9,4412,1695,-1,-578,399,434,78,1399,530,1022,0
1164,25-JAN-2024,13,26764,28034,24741,1850,6488,0,16876,0,97,4479,1499,-1,-400,399,502,-172,1399,580,1113,0
1165,25-JAN-2024,14,29243,30456,27043,1977,6488,0,16876,0,61,4365,1496,-1,-380,385,456,-171,1399,591,1130,0
1166,25-JAN-2024,15,32290,32902,29885,2111,6488,0,16876,0,11,4298,1874,-1,283,260,315,483,1397,880,1205,0
1167,25-JAN-2024,16,33973,34586,31301,2244,6488,0,16876,0,12,4535,1903,-1,314,176,171,520,1397,902,1192,0
1168,25-JAN-2024,17,34819,35432,32059,2385,6488,3,16876,0,12,4496,1994,-1,215,105,33,933,1397,991,465,0
1169,25-JAN-2024,18,35206,35817,32482,2525,6488,93,16876,0,10,4662,2000,-1,234,68,59,950,1397,998,416,0
1170,25-JAN-2024,19,36042,36718,33257,2624,6488,309,16876,0,6,4361,1999,-1,1014,-69,0,988,1397,998,416,0
1171,25-JAN-2024,20,36304,37131,33533,2723,6488,661,16876,0,5,4148,1999,-1,1055,-221,0,989,1397,997,416,0
1172,25-JAN-2024,21,36314,37251,33382,2822,6488,1021,16876,0,6,3744,1950,-1,807,-330,0,932,1397,988,416,0
1173,25-JAN-2024,22,36259,37345,33231,2920,6488,1381,16876,0,6,3634,1948,-1,797,-442,-37,930,1368,987,416,0
1174,25-JAN-2024,23,35832,36928,32911,3002,6488,1558,16876,0,6,3674,1997,-1,960,-450,-39,940,995,997,416,0
1175,25-JAN-2024,24,35621,36672,32781,3083,6488,1755,16876,0,6,3853,1997,-1,960,-430,-14,939,919,997,403,0
1176,25-JAN-2024,25,35506,36588,32705,3156,6488,1798,16876,0,6,3974,1906,-2,395,-441,-33,546,545,998,18,0
1177,25-JAN-2024,26,35538,36646,32763,3228,6488,1631,16876,0,6,3990,1903,-3,354,-444,-42,530,470,997,-13,0
1178,25-JAN-2024,27,35337,36772,32618,3280,6488,1389,16876,0,6,4224,1996,-4,-126,-356,0,344,96,997,-343,0
1179,25-JAN-2024,28,35021,36471,32361,3331,6488,1263,16876,0,6,4203,2002,-3,-139,-340,0,336,20,998,-362,0
1180,25-JAN-2024,29,34734,36858,32140,3340,6488,985,16876,0,7,4235,2003,-3,-508,-209,0,-55,-358,998,-384,0
1181,25-JAN-2024,30,34538,36877,32037,3348,6488,738,16876,0,20,4176,2003,-3,-528,-280,0,-81,-436,998,-391,0
1182,25-JAN-2024,31,34084,38234,31688,3339,6488,497,16876,0,7,4098,2004,-4,-1042,-289,0,-732,-821,998,-655,0
1183,25-JAN-2024,32,34776,38965,32331,3329,6488,239,16876,0,4,4302,2004,-4,-1069,-233,0,-765,-841,997,-673,0
1184,25-JAN-2024,33,35524,39102,32942,3336,6488,35,16876,0,4,4357,2004,-4,-969,-81,0,-704,-501,953,-715,0
1185,25-JAN-2024,34,36497,39923,33828,3343,6488,0,16876,0,5,4492,2000,-4,-966,20,0,-702,-429,936,-720,0
1186,25-JAN-2024,35,37829,40354,35015,3401,6488,0,16876,0,5,4788,1891,-4,-688,130,0,-457,-51,465,-720,0
1187,25-JAN-2024,36,37906,40344,35148,3459,6488,0,16876,0,5,4921,1859,-4,-659,88,0,-448,-5,433,-717,0
1188,25-JAN-2024,37,37574,39392,34872,3551,6488,0,16876,0,5,4914,1100,-4,-247,195,0,-337,-5,365,-620,0
1189,25-JAN-2024,38,36837,38624,34152,3643,6488,0,16876,0,7,4885,1038,-4,-227,173,0,-333,4,360,-616,0
1190,25-JAN-2024,39,35721,37621,33234,3774,6488,0,16876,0,13,4698,812,-4,-298,291,0,-228,110,337,-757,0
1191,25-JAN-2024,40,34637,36557,32308,3904,6488,0,16876,0,18,4950,802,-3,-310,267,0,-224,115,336,-765,0
1192,25-JAN-2024,41,33290,35758,31037,4076,6488,0,16876,0,12,5147,1144,-3,-957,376,24,-305,9,369,-591,0
1193,25-JAN-2024,42,31752,34244,29582,4247,6488,0,16876,0,11,5264,1170,-3,-995,400,53,-308,6,371,-575,0
1194,25-JAN-2024,43,30021,32617,28016,4365,6488,0,16876,0,11,5370,1453,-3,-1026,400,177,-468,144,360,-488,0
1195,25-JAN-2024,44,28381,30971,26488,4482,6488,0,16876,0,11,5367,1454,-3,-1028,400,106,-473,167,351,-475,0
1196,25-JAN-2024,45,26786,29200,24983,4549,6488,0,16876,0,11,5385,1033,-3,-884,400,180,-646,259,40,-270,0
1197,25-JAN-2024,46,25021,27411,23379,4615,6488,0,16876,0,10,5450,982,-3,-874,400,74,-652,252,21,-251,0
1198,25-JAN-2024,47,23164,25336,21679,4695,6488,0,16876,0,9,5394,392,-3,-970,400,68,-482,24,51,-108,0
1199,25-JAN-2024,48,22104,24344,20780,4774,6488,0,16880,0,82,5299,354,-3,-974,388,209,-476,-5,63,-100,0
1200,26-JAN-2024,1,21712,24590,20475,4848,6488,0,16880,0,954,5121,460,-3,-822,304,190,-351,-5,404,-143,0
1201,26-JAN-2024,2,22034,25175,20739,4921,6488,0,16880,0,1224,5095,463,-3,-810,388,313,-346,-5,430,-153,0
1202,26-JAN-2024,3,21607,24907,20356,4960,6488,0,16880,0,1369,5460,165,-3,-902,399,268,-84,-5,574,-337,0
1203,26-JAN-2024,4,21032,24472,19911,4998,6488,0,16880,0,1469,5590,158,-3,-905,399,138,-74,-35,594,-354,0
1204,26-JAN-2024,5,20764,24708,19683,5030,6488,0,16880,0,1462,5445,523,-3,-994,399,106,61,-412,945,-473,0
1205,26-JAN-2024,6,20328,24372,19185,5062,6488,0,16880,0,1474,5488,564,-3,-1003,397,45,64,-483,967,-481,0
1206,26-JAN-2024,7,20090,24358,18890,5078,6488,0,16880,0,1460,5069,1125,-3,-1048,300,0,121,-784,943,-373,0
1207,26-JAN-2024,8,19792,24082,18595,5093,6488,0,16880,0,1480,5020,1130,-3,-1049,218,0,122,-791,932,-367,0
1208,26-JAN-2024,9,19435,23612,18238,5079,6488,0,16880,0,1453,5411,139,-3,-933,260,0,-216,-408,591,-564,0
1209,26-JAN-2024,10,19373,23356,18218,5064,6488,0,16880,0,1312,5307,78,-3,-929,205,0,-229,-330,554,-580,0
1210,26-JAN-2024,11,19913,23206,18697,4974,6488,0,16880,0,845,5541,425,-3,-1029,192,6,-179,47,16,-637,0
1211,26-JAN-2024,12,20880,23858,19601,4884,6488,0,16880,0,554,5293,447,-3,-1034,82,60,-177,124,-13,-597,0
1212,26-JAN-2024,13,23901,25283,22333,4759,6488,0,16880,0,28,5047,418,-3,-655,-32,-64,12,498,242,538,0
1213,26-JAN-2024,14,26185,27781,24525,4634,6488,0,16880,0,11,5363,430,-3,-593,-174,-215,20,574,275,638,0
1214,26-JAN-2024,15,29600,30909,27631,4465,6488,0,16880,0,14,4608,946,-4,608,-325,-366,309,946,874,659,0
1215,26-JAN-2024,16,31140,32705,28967,4295,6488,0,16880,0,14,4753,1006,-4,729,-443,-504,330,1019,913,677,0
1216,26-JAN-2024,17,33098,34695,30647,4154,6488,114,16880,0,12,4372,1929,-4,1022,-450,-531,966,1355,901,1236,0
1217,26-JAN-2024,18,33254,34851,30756,4013,6488,973,16880,0,12,4265,1991,-4,1036,-450,-531,999,1398,901,1276,0
1218,26-JAN-2024,19,33171,34767,30557,3943,6488,2328,16880,0,12,4063,1999,-3,1056,-450,-531,999,1398,901,1351,0
1219,26-JAN-2024,20,32174,33770,29596,3873,6488,3604,16880,0,12,4059,1999,-3,1055,-450,-531,999,1397,903,1357,0
1220,26-JAN-2024,21,31354,32950,28790,3902,6488,4766,16880,0,12,3960,1998,-3,1018,-450,-531,999,1397,992,1357,0
1221,26-JAN-2024,22,30553,32145,28211,3931,6488,5626,16880,0,8,4132,1999,-3,1017,-450,-531,999,1393,998,1356,0
1222,26-JAN-2024,23,29770,31352,27485,3939,6488,6207,16880,0,7,4442,1989,-3,1054,-450,-522,952,1334,998,1258,0
1223,26-JAN-2024,24,29406,30868,26953,3946,6488,6711,16880,0,3,4365,1989,-3,1055,-450,-406,950,1331,997,1243,0
1224,26-JAN-2024,25,29089,30390,26658,3877,6488,6833,16880,0,7,4399,1999,-3,1055,-381,-310,967,1390,998,982,0
1225,26-JAN-2024,26,29079,30261,26600,3808,6488,6619,16880,0,9,4527,1959,-3,1053,-334,-236,967,1397,998,960,0
